(area_avaliacao) id;(area_avaliacao) nome;(area_avaliacao) codigo;(area_conhecimento) id;(area_conhecimento) nome;(area_conhecimento) codigo;(area_conhecimento) area_avaliacao_id;(programa) id;(programa) nome;(programa) codigo;(programa) uf;(programa) area_conhecimento_id;(programa) instituicao_id;(instituicao) id;(instituicao) nome;(instituicao) codigo;(instituicao) acronimo;(instituicao) endereco;(instituicao) distrito;(instituicao) cidade;(instituicao) estado;(instituicao) tipo;(instituicao) cep;(instituicao) caixa_postal;(instituicao) url;(instituicao) coordenadas;(curso) id;(curso) nome;(curso) situacao;(curso) nivel;(curso) nota_curso;(curso) data_recomendacao;(curso) data_inicio;(curso) programa_id
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;193;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;31102000001P6;AL;2;137;137;UNIVERSIDADE FEDERAL DE ALAGOAS;338484;UFAL;Av. 13 de maio, 2081 2081;None;Fortaleza;CE;None;60040531;None;http://www.ifce.edu.br/;-3.7444 -38.53604;268;PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;4;25/06/2015;01/04/2016;193
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;194;ADMINISTRAÇÃO;24009016172P4;PB;2;138;138;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;338433;UFCG; Universidade Federal de Campina Grande 882;None;Campina Grande;PB;None;58429900;None;http://www.ufcg.edu.br;-7.23026 -35.88108;269;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;31/03/2017;05/03/2018;194
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;195;Administração;52001016068P0;GO;2;139;139;UNIVERSIDADE FEDERAL DE GOIÁS;339223;UFG;Prédio da Reitoria, 1º. Andar 131;None;Goiânia;GO;None;74001970;None;http://ppgadm.face.ufg.br;-16.60677 -49.25918;270;Administração;EM FUNCIONAMENTO;Mestrado;4;12/09/2013;14/02/2014;195
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;195;Administração;52001016068P0;GO;2;139;139;UNIVERSIDADE FEDERAL DE GOIÁS;339223;UFG;Prédio da Reitoria, 1º. Andar 131;None;Goiânia;GO;None;74001970;None;http://ppgadm.face.ufg.br;-16.60677 -49.25918;271;ADMINISTRAÇÃO;EM PROJETO;Doutorado;4;06/12/2018;-;195
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;196;CIÊNCIAS CONTÁBEIS;52001016104P7;GO;2;139;139;UNIVERSIDADE FEDERAL DE GOIÁS;339223;UFG;Prédio da Reitoria, 1º. Andar 131;None;Goiânia;GO;None;74001970;None;http://ppgadm.face.ufg.br;-16.60677 -49.25918;272;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;3;11/12/2015;01/03/2016;196
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;197;Administração;32003013014P4;MG;2;140;140;UNIVERSIDADE FEDERAL DE ITAJUBÁ;338114;UNIFEI;AV.BPS - CAMPUS.UNIVERSITÁRIO PROF.JOSÉ R.SEABRA 1303;None;Itajubá;MG;None;37500903;None;http://unifei.edu.br;-22.41378 -45.44946;273;Administração;EM FUNCIONAMENTO;Mestrado Profissional;3;10/12/2013;01/08/2014;197
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;198;ADMINISTRAÇÃO;32005016070P4;MG;2;141;141;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;338116;UFJF;José Lourenço Kelmer S/N;None;Juiz de Fora;MG;None;36036330;None;http://www.ufjf.br/;-21.77543 -43.36696;274;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;11/12/2015;02/05/2016;198
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;199;ADMINISTRAÇÃO;32004010003P2;MG;2;142;142;UNIVERSIDADE FEDERAL DE LAVRAS;338115;UFLA;Caixa Postal 3037 s/n;None;Lavras;MG;None;37200000;None;http://www.prpg.ufla.br/administracao;-21.22771 -44.97962;275;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;5;-;01/01/1975;199
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;199;ADMINISTRAÇÃO;32004010003P2;MG;2;142;142;UNIVERSIDADE FEDERAL DE LAVRAS;338115;UFLA;Caixa Postal 3037 s/n;None;Lavras;MG;None;37200000;None;http://www.prpg.ufla.br/administracao;-21.22771 -44.97962;276;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;5;03/08/2001;01/01/2000;199
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;200;Administração Pública;32004010024P0;MG;2;142;142;UNIVERSIDADE FEDERAL DE LAVRAS;338115;UFLA;Caixa Postal 3037 s/n;None;Lavras;MG;None;37200000;None;http://www.prpg.ufla.br/administracao;-21.22771 -44.97962;277;Administração Pública;EM FUNCIONAMENTO;Mestrado Profissional;3;30/03/2011;01/01/2011;200
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;201;ADMINISTRAÇÃO;32001010026P0;MG;2;143;143;UNIVERSIDADE FEDERAL DE MINAS GERAIS;338108;UFMG; Universidade Federal de Minas Gerais 6627;None;Belo Horizonte;MG;None;31270901;None;http://www.cepead.face.ufmg.br;-19.86906 -43.96673;278;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;-;01/01/1973;201
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;201;ADMINISTRAÇÃO;32001010026P0;MG;2;143;143;UNIVERSIDADE FEDERAL DE MINAS GERAIS;338108;UFMG; Universidade Federal de Minas Gerais 6627;None;Belo Horizonte;MG;None;31270901;None;http://www.cepead.face.ufmg.br;-19.86906 -43.96673;279;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;18/11/1994;01/01/1995;201
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;202;CONTROLADORIA E CONTABILIDADE;32001010078P0;MG;2;143;143;UNIVERSIDADE FEDERAL DE MINAS GERAIS;338108;UFMG; Universidade Federal de Minas Gerais 6627;None;Belo Horizonte;MG;None;31270901;None;http://www.cepead.face.ufmg.br;-19.86906 -43.96673;280;CONTROLADORIA E CONTABILIDADE;EM FUNCIONAMENTO;Mestrado;4;22/11/2006;01/01/2007;202
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;202;CONTROLADORIA E CONTABILIDADE;32001010078P0;MG;2;143;143;UNIVERSIDADE FEDERAL DE MINAS GERAIS;338108;UFMG; Universidade Federal de Minas Gerais 6627;None;Belo Horizonte;MG;None;31270901;None;http://www.cepead.face.ufmg.br;-19.86906 -43.96673;281;CONTROLADORIA E CONTABILIDADE;EM FUNCIONAMENTO;Doutorado;4;25/10/2016;01/08/2017;202
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;203;Desenvolvimento Territorial e Sistemas Agroindustriais;42003016052P1;RS;2;144;144;UNIVERSIDADE FEDERAL DE PELOTAS;339133;UFPEL;Campus da Universidade Federal de Pelotas 1;None;Pelotas;RS;None;96010900;None;http://wp.ufpel.edu.br/ppgdtsa/;-31.78128 -52.32328;282;Desenvolvimento Territorial e Sistemas Agroindustriais;EM FUNCIONAMENTO;Mestrado;3;09/12/2013;01/01/2014;203
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;204;ADMINISTRAÇÃO;25001019046P0;PE;2;145;145;UNIVERSIDADE FEDERAL DE PERNAMBUCO;338440;UFPE;AVENIDA PROF. MORAES REGO, 1235 s/n;None;Recife;PE;None;50670901;None;http://www.ufpe.br/propad;-8.04909 -34.95173;283;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;-;01/01/1995;204
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;204;ADMINISTRAÇÃO;25001019046P0;PE;2;145;145;UNIVERSIDADE FEDERAL DE PERNAMBUCO;338440;UFPE;AVENIDA PROF. MORAES REGO, 1235 s/n;None;Recife;PE;None;50670901;None;http://www.ufpe.br/propad;-8.04909 -34.95173;284;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;29/11/2000;01/01/2000;204
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;205;ADMINISTRAÇÃO;25001019078P0;PE;2;145;145;UNIVERSIDADE FEDERAL DE PERNAMBUCO;338440;UFPE;AVENIDA PROF. MORAES REGO, 1235 s/n;None;Recife;PE;None;50670901;None;http://www.ufpe.br/propad;-8.04909 -34.95173;285;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado Profissional;3;23/06/2009;01/01/2010;205
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;206;CIÊNCIAS CONTÁBEIS;25001019068P4;PE;2;145;145;UNIVERSIDADE FEDERAL DE PERNAMBUCO;338440;UFPE;AVENIDA PROF. MORAES REGO, 1235 s/n;None;Recife;PE;None;50670901;None;http://www.ufpe.br/propad;-8.04909 -34.95173;286;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;4;22/11/2006;01/01/2007;206
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;206;CIÊNCIAS CONTÁBEIS;25001019068P4;PE;2;145;145;UNIVERSIDADE FEDERAL DE PERNAMBUCO;338440;UFPE;AVENIDA PROF. MORAES REGO, 1235 s/n;None;Recife;PE;None;50670901;None;http://www.ufpe.br/propad;-8.04909 -34.95173;287;DOUTORADO EM CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Doutorado;4;19/06/2015;01/03/2016;206
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;207;GESTÃO, INOVAÇÃO E CONSUMO;25001019173P2;PE;2;145;145;UNIVERSIDADE FEDERAL DE PERNAMBUCO;338440;UFPE;AVENIDA PROF. MORAES REGO, 1235 s/n;None;Recife;PE;None;50670901;None;http://www.ufpe.br/propad;-8.04909 -34.95173;288;GESTÃO, INOVAÇÃO E CONSUMO;EM PROJETO;Mestrado;A;06/12/2018;-;207
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;208;ADMINISTRAÇÃO;10001018006P7;RO;2;146;146;UNIVERSIDADE FEDERAL DE RONDÔNIA;2981;UNIR;Presidente Dutra - até 2965 - lado ímpar 2965;None;Porto Velho;RO;None;76801059;None;http://www.ppga.unir.br;-8.76338 -63.90636;289;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;3;02/02/2006;01/01/2006;208
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;209;ADMINISTRAÇÃO;41001010010P5;SC;2;147;147;UNIVERSIDADE FEDERAL DE SANTA CATARINA;339092;UFSC;CAMPUS UNIVERSITÁRIO S/nº;None;Florianópolis;SC;None;88040900;None;http://ppgadm.posgrad.ufsc.br;-27.5996 -48.52119;290;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;-;01/01/1978;209
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;209;ADMINISTRAÇÃO;41001010010P5;SC;2;147;147;UNIVERSIDADE FEDERAL DE SANTA CATARINA;339092;UFSC;CAMPUS UNIVERSITÁRIO S/nº;None;Florianópolis;SC;None;88040900;None;http://ppgadm.posgrad.ufsc.br;-27.5996 -48.52119;291;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;23/07/2007;01/01/2008;209
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;210;ADMINISTRAÇÃO UNIVERSITÁRIA;41001010078P9;SC;2;147;147;UNIVERSIDADE FEDERAL DE SANTA CATARINA;339092;UFSC;CAMPUS UNIVERSITÁRIO S/nº;None;Florianópolis;SC;None;88040900;None;http://ppgadm.posgrad.ufsc.br;-27.5996 -48.52119;292;ADMINISTRAÇÃO UNIVERSITÁRIA;EM FUNCIONAMENTO;Mestrado Profissional;4;23/06/2009;01/01/2010;210
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;211;CONTABILIDADE;41001010054P2;SC;2;147;147;UNIVERSIDADE FEDERAL DE SANTA CATARINA;339092;UFSC;CAMPUS UNIVERSITÁRIO S/nº;None;Florianópolis;SC;None;88040900;None;http://ppgadm.posgrad.ufsc.br;-27.5996 -48.52119;293;CONTABILIDADE;EM FUNCIONAMENTO;Mestrado;5;04/11/2003;01/01/2004;211
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;211;CONTABILIDADE;41001010054P2;SC;2;147;147;UNIVERSIDADE FEDERAL DE SANTA CATARINA;339092;UFSC;CAMPUS UNIVERSITÁRIO S/nº;None;Florianópolis;SC;None;88040900;None;http://ppgadm.posgrad.ufsc.br;-27.5996 -48.52119;294;Contabilidade;EM FUNCIONAMENTO;Doutorado;5;21/11/2012;01/01/2013;211
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;212;CONTROLE DE GESTÃO;41001010163P6;SC;2;147;147;UNIVERSIDADE FEDERAL DE SANTA CATARINA;339092;UFSC;CAMPUS UNIVERSITÁRIO S/nº;None;Florianópolis;SC;None;88040900;None;http://ppgadm.posgrad.ufsc.br;-27.5996 -48.52119;295;MESTRADO PROFISSIONAL EM CONTROLE DE GESTÃO;EM PROJETO;Mestrado Profissional;A;05/09/2018;-;212
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;213;ADMINISTRAÇÃO;42002010030P5;RS;2;148;148;UNIVERSIDADE FEDERAL DE SANTA MARIA;339129;UFSM;Av. Roraima 1000;None;Santa Maria;RS;None;97105900;None;http://www.ufsm.br/ppga;-29.71335 -53.71677;296;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;-;01/01/2003;213
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;213;ADMINISTRAÇÃO;42002010030P5;RS;2;148;148;UNIVERSIDADE FEDERAL DE SANTA MARIA;339129;UFSM;Av. Roraima 1000;None;Santa Maria;RS;None;97105900;None;http://www.ufsm.br/ppga;-29.71335 -53.71677;297;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;25/10/2011;01/01/2012;213
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;214;ADMINISTRAÇÃO PÚBLICA;42002010166P4;RS;2;148;148;UNIVERSIDADE FEDERAL DE SANTA MARIA;339129;UFSM;Av. Roraima 1000;None;Santa Maria;RS;None;97105900;None;http://www.ufsm.br/ppga;-29.71335 -53.71677;298;ADMINISTRAÇÃO PÚBLICA;EM FUNCIONAMENTO;Mestrado;A;13/12/2018;03/04/2019;214
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;215;GESTÃO DE ORGANIZAÇÕES PÚBLICAS;42002010050P6;RS;2;148;148;UNIVERSIDADE FEDERAL DE SANTA MARIA;339129;UFSM;Av. Roraima 1000;None;Santa Maria;RS;None;97105900;None;http://www.ufsm.br/ppga;-29.71335 -53.71677;299;GESTÃO DE ORGANIZAÇÕES PÚBLICAS;EM FUNCIONAMENTO;Mestrado Profissional;3;27/10/2010;01/01/2011;215
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;216;Gestão de Organizações e Sistemas Públicos;33001014046P3;SP;2;149;149;UNIVERSIDADE FEDERAL DE SÃO CARLOS;338687;UFSCAR;RODOVIA WASHINGTON LUÍS, KM 235 235;None;São Carlos;SP;None;13565905;None;http://www.ppggosp.ufscar.br;-21.97841 -47.88121;300;Gestão de Organizações e Sistemas Públicas;EM FUNCIONAMENTO;Mestrado Profissional;3;23/08/2012;01/01/2013;216
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;217;ADMINISTRAÇÃO;32006012020P3;MG;2;150;150;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;338117;UFU;Avenida João Naves de Ávila          2121;None;Uberlândia;MG;None;38408100;None;http://www.fagen.ufu.br/ppga;-18.91902 -48.25695;301;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;15/10/2002;01/01/2003;217
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;217;ADMINISTRAÇÃO;32006012020P3;MG;2;150;150;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;338117;UFU;Avenida João Naves de Ávila          2121;None;Uberlândia;MG;None;38408100;None;http://www.fagen.ufu.br/ppga;-18.91902 -48.25695;302;ADMINISTRAÇÃO.;EM PROJETO;Doutorado;4;06/12/2018;-;217
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;218;Ciências Contábeis;32006012035P0;MG;2;150;150;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;338117;UFU;Avenida João Naves de Ávila          2121;None;Uberlândia;MG;None;38408100;None;http://www.fagen.ufu.br/ppga;-18.91902 -48.25695;303;Programa de Pós-Graduação em Ciências Contábeis;EM FUNCIONAMENTO;Mestrado;4;22/11/2012;01/01/2013;218
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;218;Ciências Contábeis;32006012035P0;MG;2;150;150;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;338117;UFU;Avenida João Naves de Ávila          2121;None;Uberlândia;MG;None;38408100;None;http://www.fagen.ufu.br/ppga;-18.91902 -48.25695;304;PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Doutorado;4;11/12/2015;29/02/2016;218
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;219;GESTÃO ORGANIZACIONAL;32006012076P9;MG;2;150;150;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;338117;UFU;Avenida João Naves de Ávila          2121;None;Uberlândia;MG;None;38408100;None;http://www.fagen.ufu.br/ppga;-18.91902 -48.25695;305;PROGRAMA DE PÓS GRADUAÇÃO EM GESTÃO ORGANIZACIONAL;EM FUNCIONAMENTO;Mestrado Profissional;3;26/03/2015;03/08/2015;219
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;220;ADMINISTRAÇÃO;32002017029P5;MG;2;151;151;UNIVERSIDADE FEDERAL DE VIÇOSA;338112;UFV;AV. PETER HENTY ROLFS, S/N -C.UNIVERSITÁRIO S/N;None;Viçosa;MG;None;36570000;None;http://www.ppgadm.ufv.br;-20.75759 -42.87343;306;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;16/12/2004;01/01/2005;220
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;220;ADMINISTRAÇÃO;32002017029P5;MG;2;151;151;UNIVERSIDADE FEDERAL DE VIÇOSA;338112;UFV;AV. PETER HENTY ROLFS, S/N -C.UNIVERSITÁRIO S/N;None;Viçosa;MG;None;36570000;None;http://www.ppgadm.ufv.br;-20.75759 -42.87343;307;DOUTORADO EM ADMINISTRAÇÃO;EM FUNCIONAMENTO;Doutorado;4;11/12/2015;01/03/2016;220
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;221;ADMINISTRAÇÃO E CONTROLADORIA;22001018065P7;CE;2;152;152;UNIVERSIDADE FEDERAL DO CEARÁ;338379;UFC;Avenida da Universidade 2762;None;Fortaleza;CE;None;60020180;None;http://www.ppac.ufc.br;-3.73879 -38.5373;308;Administração e Controladoria;EM FUNCIONAMENTO;Mestrado;4;22/07/2008;01/01/2009;221
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;221;ADMINISTRAÇÃO E CONTROLADORIA;22001018065P7;CE;2;152;152;UNIVERSIDADE FEDERAL DO CEARÁ;338379;UFC;Avenida da Universidade 2762;None;Fortaleza;CE;None;60020180;None;http://www.ppac.ufc.br;-3.73879 -38.5373;309;ADMINISTRAÇÃO E CONTROLADORIA;EM FUNCIONAMENTO;Doutorado;4;12/12/2014;30/06/2015;221
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;222;ADMINISTRAÇÃO E CONTROLADORIA;22001018071P7;CE;2;152;152;UNIVERSIDADE FEDERAL DO CEARÁ;338379;UFC;Avenida da Universidade 2762;None;Fortaleza;CE;None;60020180;None;http://www.ppac.ufc.br;-3.73879 -38.5373;310;Administração e Controladoria;EM FUNCIONAMENTO;Mestrado Profissional;4;22/07/2008;01/01/2009;222
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;223;ADMINISTRAÇÃO;30001013015P2;ES;2;153;153;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;338554;UFES; Universidade Federal do Espírito Santo 514;None;Vitória;ES;None;29075910;None;http://www.administracao.ufes.br;-20.2767 -40.30295;311;ADMINISTRAÇÃO;EM FUNCIONAMENTO;Mestrado;4;28/01/2002;01/01/2000;223
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;223;ADMINISTRAÇÃO;30001013015P2;ES;2;153;153;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;338554;UFES; Universidade Federal do Espírito Santo 514;None;Vitória;ES;None;29075910;None;http://www.administracao.ufes.br;-20.2767 -40.30295;312;Administração;EM FUNCIONAMENTO;Doutorado;4;11/12/2013;01/08/2014;223
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;224;Ciências Contábeis;30001013041P3;ES;2;153;153;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;338554;UFES; Universidade Federal do Espírito Santo 514;None;Vitória;ES;None;29075910;None;http://www.administracao.ufes.br;-20.2767 -40.30295;313;CIÊNCIAS CONTÁBEIS;EM FUNCIONAMENTO;Mestrado;4;30/09/2009;01/01/2010;224
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;224;Ciências Contábeis;30001013041P3;ES;2;153;153;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;338554;UFES; Universidade Federal do Espírito Santo 514;None;Vitória;ES;None;29075910;None;http://www.administracao.ufes.br;-20.2767 -40.30295;314;DOUTORADO EM CIÊNCIAS CONTÁBEIS;EM PROJETO;Doutorado;4;05/09/2018;-;224
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;225;Gestão Pública;30001013045P9;ES;2;153;153;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;338554;UFES; Universidade Federal do Espírito Santo 514;None;Vitória;ES;None;29075910;None;http://www.administracao.ufes.br;-20.2767 -40.30295;315;Gestão Pública;EM FUNCIONAMENTO;Mestrado Profissional;3;27/10/2010;01/01/2011;225
149;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;27;2;ADMINISTRAÇÃO;60200006;149;226;Gestão Pública;15001016073P0;PA;2;154;154;UNIVERSIDADE FEDERAL DO PARÁ;338305;UFPA;Av. Augusto Correa, S/N - Prédio  Reitoria - 3ºand 0;None;Belém;PA;None;66075110;None;http://www.portal.ufpa.br/;-1.47571 -48.45513;316;Gestão Pública;EM FUNCIONAMENTO;Mestrado Profissional;3;25/10/2011;01/01/2012;226
